step_idx,timestep,baseline,early,mid,late,custom
0,958,10.789772033691406,10.993370056152344,10.789772033691406,10.789772033691406,10.993370056152344
1,925,10.24066162109375,11.8670654296875,10.24066162109375,10.24066162109375,11.8670654296875
2,892,7.118499755859375,8.482460021972656,7.118499755859375,7.118499755859375,8.482460021972656
3,859,4.573333740234375,6.906806945800781,4.573333740234375,4.573333740234375,6.906806945800781
4,826,3.2128143310546875,5.943122863769531,3.4482192993164062,3.2128143310546875,6.1311187744140625
5,793,2.5262832641601562,4.573974609375,1.8953857421875,2.5262832641601562,3.72381591796875
6,760,2.0063934326171875,4.02081298828125,1.4849319458007812,2.0063934326171875,2.828277587890625
7,727,1.3682479858398438,3.2648391723632812,1.7207794189453125,1.3682479858398438,3.15179443359375
8,694,1.1291275024414062,3.1909713745117188,1.7310791015625,1.1291275024414062,3.75885009765625
9,661,1.158233642578125,3.6686553955078125,1.7639312744140625,1.158233642578125,5.8355712890625
10,628,1.1261978149414062,4.60931396484375,1.78985595703125,1.1261978149414062,6.4780731201171875
11,595,1.34039306640625,5.9224853515625,1.9351806640625,1.34039306640625,6.226531982421875
12,562,1.4261627197265625,7.138092041015625,2.029083251953125,1.4261627197265625,6.95501708984375
13,529,1.59112548828125,7.9189300537109375,2.038482666015625,1.63671875,6.7503662109375
14,496,1.625213623046875,8.837982177734375,1.9281005859375,1.70465087890625,7.6361846923828125
15,463,1.6200714111328125,9.28399658203125,1.65985107421875,1.624298095703125,8.2550048828125
16,430,1.7841339111328125,9.622566223144531,1.575653076171875,1.667083740234375,8.68017578125
17,397,1.753631591796875,9.477630615234375,1.50897216796875,1.7809906005859375,8.95526123046875
18,364,1.892578125,9.458099365234375,1.56634521484375,1.9619140625,8.963119506835938
19,331,1.884429931640625,9.292205810546875,1.69915771484375,2.0508575439453125,8.682296752929688
20,298,1.96246337890625,9.034332275390625,1.94329833984375,2.0363922119140625,8.373687744140625
21,265,2.10211181640625,9.125778198242188,2.18634033203125,1.9621505737304688,8.119186401367188
22,232,2.1938629150390625,8.960006713867188,2.23602294921875,2.15447998046875,8.062576293945312
23,199,2.2687759399414062,8.760711669921875,2.14947509765625,2.4023895263671875,8.133941650390625
24,166,2.2254562377929688,8.33990478515625,2.07476806640625,2.5926971435546875,8.0001220703125
25,133,2.0547409057617188,8.476837158203125,2.15509033203125,2.5963668823242188,8.013931274414062
26,100,1.969940185546875,8.48675537109375,2.0760498046875,3.16387939453125,7.561004638671875
27,67,2.0993194580078125,8.377365112304688,2.0795745849609375,3.0112762451171875,7.144866943359375
28,34,1.83489990234375,7.9582061767578125,1.9955902099609375,3.110992431640625,6.5418853759765625
29,1,2.3508758544921875,7.595947265625,2.11199951171875,3.6392364501953125,5.454315185546875
